Car,Year,Manufacturer,MSRP,Drivetrain,Passenger_Capacity,Passenger_Doors,Engine_Type,Engine_Configuration,Cylinders,Body_Style,Transmission_Type,Front_Leg_Room_(in),Second_Shoulder_Room_(in),Passenger_Volume_(ft³),Second_Head_Room_(in),Front_Shoulder_Room_(in),Front_Head_Room_(in),Second_Leg_Room_(in),Wheelbase_(in),"Width,_Max_w/o_mirrors_(in)","Height,_Overall_(in)","Fuel_Tank_Capacity,_Approx_(gal)",Fuel_Economy_Est-Combined_(MPG),EPA_Fuel_Economy_Est_City_(MPG),EPA_Fuel_Economy_Est_Hwy_(MPG),Net_Torque,RPM_NT,Net_HP_Needed,Fuel_Type,Net_HorsePower,RPM_NHP,Net_HP.RPM,Brake_ABS_System,Recirculating_Ball_Steering,Rack_Pinion_steering,Electric_steering,Hydraulic_steering,Speed_Sensitive_steering,Variable_steering,Steering_Type,Turning_Diameter_-_Curb_to_Curb_(ft),Air_Bag-Frontal-Driver,Air_Bag-Frontal-Passenger,Air_Bag-Passenger_Switch_(On/Off),Air_Bag-Side_Body-Front,Air_Bag-Side_Body-Rear,Air_Bag-Side_Head-Front,Air_Bag-Side_Head-Rear,Brakes-ABS,Child_Safety_Rear_Door_Locks,Daytime_Running_Lights,Traction_Control,Night_Vision,Rollover_Protection_Bars,Fog_Lamps,Parking_Aid,Tire_Pressure_Monitor,Back-Up_Camera,Stability_Control,Corrosion_Years,Roadside_Assistance_Miles/km,Roadside_Assistance_Years,"Length,_Overall_(in)",Trunk_Volume_(ft³),Cargo_Volume_(ft³),Suspension_Type,Model_Type
2014 Honda Civic Coupe Specs: 2-Door Manual EX,2014,Honda,20290,FWD,5,2,I4,I,4,2dr Car,Manual,42.2,52.2,82.6,34.3,55.1,37.7,30.8,103.2,69,55,13.2,31,28,36,129,4300,105.6169078,Gas,143,6500,929.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,35.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,0,0,177.9,11.7,0,MacPherson Strut,Honda Civic Coupe
2014 Honda Civic Coupe Specs: 2-Door CVT EX-L w/Navi,2014,Honda,24040,FWD,5,2,I4,I,4,2dr Car,Automatic,42.2,52.2,82.6,34.3,55.1,37.7,30.8,103.2,69,55,13.2,32,29,38,129,4300,105.6169078,Gas,143,6500,929.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,35.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,0,0,177.9,11.7,0,MacPherson Strut,Honda Civic Coupe
2014 Honda Civic Coupe Specs: 2-Door CVT LX,2014,Honda,18990,FWD,5,2,I4,I,4,2dr Car,Automatic,42.2,52.2,83.2,34.3,55.1,38.1,30.8,103.2,69,55,13.2,33,30,39,129,4300,105.6169078,Gas,143,6500,929.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,35.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,0,0,177.9,11.7,0,MacPherson Strut,Honda Civic Coupe
2014 Honda Civic Coupe Specs: 2-Door CVT EX-L,2014,Honda,22540,FWD,5,2,I4,I,4,2dr Car,Automatic,42.2,52.2,82.6,34.3,55.1,37.7,30.8,103.2,69,55,13.2,32,29,38,129,4300,105.6169078,Gas,143,6500,929.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,35.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,0,0,177.9,11.7,0,MacPherson Strut,Honda Civic Coupe
2014 Honda Civic Coupe Specs: 2-Door CVT EX,2014,Honda,21090,FWD,5,2,I4,I,4,2dr Car,Automatic,42.2,52.2,82.6,34.3,55.1,37.7,30.8,103.2,69,55,13.2,32,29,38,129,4300,105.6169078,Gas,143,6500,929.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,35.5,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,0,0,177.9,11.7,0,MacPherson Strut,Honda Civic Coupe
2014 Honda Civic Specs: 4-Door Manual Si w/Summer Tires,2014,Honda,23190,FWD,5,4,I4,I,4,4dr Car,Manual,42,53.3,92.1,36.2,56.6,37.9,36.2,105.1,69,56.5,13.2,25,22,31,174,4400,145.7730388,Gas,205,7000,1435,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,0,0,179.4,12.5,0,MacPherson Strut,Honda Civic
2014 Honda Civic Specs: 4-Door Manual Si w/Navi,2014,Honda,24490,FWD,5,4,I4,I,4,4dr Car,Manual,42,53.3,92.1,36.2,56.6,37.9,36.2,105.1,69,56.5,13.2,25,22,31,174,4400,145.7730388,Gas,205,7000,1435,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,0,0,179.4,12.5,0,MacPherson Strut,Honda Civic
2014 Honda Civic Specs: 4-Door Manual Si,2014,Honda,22990,FWD,5,4,I4,I,4,4dr Car,Manual,42,53.3,92.1,36.2,56.6,37.9,36.2,105.1,69,56.5,13.2,25,22,31,174,4400,145.7730388,Gas,205,7000,1435,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,37.7,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,0,0,179.4,12.5,0,MacPherson Strut,Honda Civic
2014 Honda Civic Specs: 4-Door Manual LX,2014,Honda,18390,FWD,5,4,I4,I,4,4dr Car,Manual,42,53.3,94.6,37.1,56.6,39,36.2,105.1,69,56.5,13.2,31,28,36,129,4300,105.6169078,Gas,143,6500,929.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,35.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,0,0,179.4,12.5,0,MacPherson Strut,Honda Civic
2014 Honda Civic Specs: 4-Door CVT EX-L w/Navi,2014,Honda,24240,FWD,5,4,I4,I,4,4dr Car,Automatic,42,53.3,92.1,36.2,56.6,37.9,36.2,105.1,69,56.5,13.2,33,30,39,129,4300,105.6169078,Gas,143,6500,929.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,35.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,0,0,179.4,12.5,0,MacPherson Strut,Honda Civic
2014 Honda Civic Specs: 4-Door CVT LX,2014,Honda,19190,FWD,5,4,I4,I,4,4dr Car,Automatic,42,53.3,94.6,37.1,56.6,39,36.2,105.1,69,56.5,13.2,33,30,39,129,4300,105.6169078,Gas,143,6500,929.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,35.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,0,0,179.4,12.5,0,MacPherson Strut,Honda Civic
2014 Honda Civic Specs: 4-Door CVT HF,2014,Honda,19940,FWD,5,4,I4,I,4,4dr Car,Automatic,42,53.3,94.6,37.1,56.6,39,36.2,105.1,69,56.5,13.2,34,31,41,129,4300,105.6169078,Gas,143,6500,929.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,35.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,0,0,177.3,12.5,0,MacPherson Strut,Honda Civic
2014 Honda Civic Specs: 4-Door CVT EX-L,2014,Honda,22740,FWD,5,4,I4,I,4,4dr Car,Automatic,42,53.3,92.1,36.2,56.6,37.9,36.2,105.1,69,56.5,13.2,33,30,39,129,4300,105.6169078,Gas,143,6500,929.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,35.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,0,0,179.4,12.5,0,MacPherson Strut,Honda Civic
2014 Honda Civic Specs: 4-Door CVT EX,2014,Honda,21090,FWD,5,4,I4,I,4,4dr Car,Automatic,42,53.3,92.1,36.2,56.6,37.9,36.2,105.1,69,56.5,13.2,33,30,39,129,4300,105.6169078,Gas,143,6500,929.5,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,35.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,0,0,179.4,12.5,0,MacPherson Strut,Honda Civic
2014 Honda Civic Specs: 4-Door Automatic CNG w/Navi,2014,Honda,29290,FWD,5,4,I4,I,4,4dr Car,Automatic,42,53.3,94.6,37.1,56.6,39,36.2,105.1,69,56.5,8,31,27,38,106,4300,86.78598629,Gas,110,6500,715,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,35.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,0,0,179.4,6.1,0,MacPherson Strut,Honda Civic
2019 Honda Pilot Specs: EX 2WD,2019,Honda,34330,FWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,152.9,40.2,62,40.1,38.4,111,78.6,70.6,19.5,22,19,27,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2019 Honda Pilot Specs: EX-L AWD w/Navi & RES,2019,Honda,41660,AWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,151.7,39.9,62,39.5,38.4,111,78.6,70.6,19.5,21,18,26,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2019 Honda Pilot Specs: Touring 8-Passenger AWD,2019,Honda,44420,AWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,151.7,39.9,62,39.5,38.4,111,78.6,70.6,19.5,21,19,26,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2019 Honda Pilot Specs: Touring 7-Passenger AWD,2019,Honda,44720,AWD,7,4,V6,V,6,Sport Utility,Automatic,40.9,62,153.1,39.9,62,39.5,38.4,111,78.6,70.6,19.5,21,19,26,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2019 Honda Pilot Specs: LX AWD,2019,Honda,33350,AWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,152.9,40.2,62,40.1,38.4,111,78.6,70.6,19.5,21,18,26,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2019 Honda Pilot Specs: EX-L AWD,2019,Honda,39660,AWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,151.7,39.9,62,39.5,38.4,111,78.6,70.6,19.5,21,18,26,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2019 Honda Pilot Specs: EX AWD,2019,Honda,36230,AWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,152.9,40.2,62,40.1,38.4,111,78.6,70.6,19.5,21,18,26,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2019 Honda Pilot Specs: Elite AWD,2019,Honda,48020,AWD,7,4,V6,V,6,Sport Utility,Automatic,40.9,62,153.1,40.9,62,39.5,38.4,111,78.6,70.6,19.5,21,19,26,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2019 Honda Pilot Specs: EX-L 2WD w/Navi & RES,2019,Honda,39760,FWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,151.7,39.9,62,39.5,38.4,111,78.6,70.6,19.5,22,19,27,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2019 Honda Pilot Specs: Touring 8-Passenger 2WD,2019,Honda,42520,FWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,151.7,39.9,62,39.5,38.4,111,78.6,70.6,19.5,22,20,27,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2019 Honda Pilot Specs: Touring 7-Passenger 2WD,2019,Honda,42820,FWD,7,4,V6,V,6,Sport Utility,Automatic,40.9,62,153.1,39.9,62,39.5,38.4,111,78.6,70.6,19.5,22,20,27,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2019 Honda Pilot Specs: LX 2WD,2019,Honda,31450,FWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,152.9,40.2,62,40.1,38.4,111,78.6,70.6,19.5,22,19,27,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2019 Honda Pilot Specs: EX-L 2WD,2019,Honda,37760,FWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,151.7,39.9,62,39.5,38.4,111,78.6,70.6,19.5,22,19,27,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2018 Honda Pilot Specs: EX 2WD,2018,Honda,33330,FWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,152.9,40.2,62,40.1,38.4,111,78.6,69.8,19.5,22,19,27,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2018 Honda Pilot Specs: EX-L w/RES AWD,2018,Honda,40260,AWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,151.7,39.9,62,39.5,38.4,111,78.6,69.8,19.5,21,18,26,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2018 Honda Pilot Specs: EX-L w/Navigation AWD,2018,Honda,39660,AWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,151.7,39.9,62,39.5,38.4,111,78.6,69.8,19.5,21,18,26,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2018 Honda Pilot Specs: EX-L w/Honda Sensing AWD,2018,Honda,39660,AWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,151.7,39.9,62,39.5,38.4,111,78.6,69.8,19.5,21,18,26,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2018 Honda Pilot Specs: EX w/Honda Sensing AWD,2018,Honda,36230,AWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,152.9,40.2,62,40.1,38.4,111,78.6,69.8,19.5,21,18,26,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2018 Honda Pilot Specs: Touring AWD,2018,Honda,43870,AWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,151.7,39.9,62,39.5,38.4,111,78.6,70.4,19.5,21,19,26,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2018 Honda Pilot Specs: LX AWD,2018,Honda,32800,AWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,152.9,40.2,62,40.1,38.4,111,78.6,69.8,19.5,21,18,26,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2018 Honda Pilot Specs: EX-L AWD,2018,Honda,38660,AWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,151.7,39.9,62,39.5,38.4,111,78.6,69.8,19.5,21,18,26,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2018 Honda Pilot Specs: EX AWD,2018,Honda,35230,AWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,152.9,40.2,62,40.1,38.4,111,78.6,69.8,19.5,21,18,26,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2018 Honda Pilot Specs: Elite AWD,2018,Honda,47470,AWD,7,4,V6,V,6,Sport Utility,Automatic,40.9,62,153.1,40.9,62,39.5,38.4,111,78.6,70.4,19.5,21,19,26,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2018 Honda Pilot Specs: EX-L w/RES 2WD,2018,Honda,38360,FWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,151.7,39.9,62,39.5,38.4,111,78.6,69.8,19.5,22,19,27,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2018 Honda Pilot Specs: EX-L w/Navigation 2WD,2018,Honda,37760,FWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,151.7,39.9,62,39.5,38.4,111,78.6,69.8,19.5,22,19,27,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2018 Honda Pilot Specs: EX-L w/Honda Sensing 2WD,2018,Honda,37760,FWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,151.7,39.9,62,39.5,38.4,111,78.6,69.8,19.5,22,19,27,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2018 Honda Pilot Specs: EX w/Honda Sensing 2WD,2018,Honda,34330,FWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,152.9,40.2,62,40.1,38.4,111,78.6,69.8,19.5,22,19,27,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2018 Honda Pilot Specs: Touring 2WD,2018,Honda,41970,FWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,151.7,39.9,62,39.5,38.4,111,78.6,70.4,19.5,22,20,27,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2018 Honda Pilot Specs: LX 2WD,2018,Honda,30900,FWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,152.9,40.2,62,40.1,38.4,111,78.6,69.8,19.5,22,19,27,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2018 Honda Pilot Specs: EX-L 2WD,2018,Honda,36760,FWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,151.7,39.9,62,39.5,38.4,111,78.6,69.8,19.5,22,19,27,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2016 Honda Pilot Specs: 2WD 4-Door EX,2016,Honda,32780,FWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,152.9,40.2,62,40.1,38.4,111,78.6,69.8,19.5,22,19,27,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2016 Honda Pilot Specs: AWD 4-Door EX-L w/RES,2016,Honda,39655,AWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,151.7,39.9,62,39.5,38.4,111,78.6,69.8,19.5,21,18,26,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2016 Honda Pilot Specs: AWD 4-Door Touring w/RES & Navi,2016,Honda,43170,AWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,151.7,39.9,62,39.5,38.4,111,78.6,69.8,19.5,21,19,26,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2016 Honda Pilot Specs: AWD 4-Door Elite w/RES & Navi,2016,Honda,46770,AWD,7,4,V6,V,6,Sport Utility,Automatic,40.9,62,153.1,39.9,62,39.5,38.4,111,78.6,69.8,19.5,21,19,26,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
2016 Honda Pilot Specs: AWD 4-Door EX-L w/Navi,2016,Honda,39055,AWD,8,4,V6,V,6,Sport Utility,Automatic,40.9,62,151.7,39.9,62,39.5,38.4,111,78.6,69.8,19.5,21,18,26,262,4700,234.4630617,Gas,280,6000,1680,4-Channel,No,Yes,No,No,No,No,Rack_Pinion_steering,39.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,36000,3,NA,NA,0,MacPherson Strut,Honda Pilot
